the_geom,cartodb_id,objectid,date_inven,species,dbh,condition,site_type,site_width,wires,site_devel,site_size,notes,address,neighborho,collected_,planted_by,plant_date,scientific,family,genus,common,functional,size,edible,species_de
0101000020E61000006F7A21401FA45EC07A34B649F1C84640,213321,213321,2016-09-22 21:21:36+00,QU,11,Fair,strip,12.5,None,Improved,Large,,9555 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E610000005A0254422A45EC0D720783DF2C84640,213322,213322,2016-09-22 21:21:36+00,QU,10.8,Fair,strip,12.5,None,Improved,Large,,9555 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000000E0343ED6CA45EC0D0DBC8D0FBC84640,213323,213323,2016-09-22 20:33:38+00,QU,7.4,Fair,strip,4,None,Improved,Medium,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000FDE0712F35A45EC037C9E2A5F7C84640,213324,213324,2016-09-22 21:21:36+00,QU,8.9,Fair,strip,12.5,None,Improved,Large,,9255 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000276D9AE23EA45EC09F1DAC81F9C84640,213325,213325,2016-09-22 21:21:36+00,QU,8.6,Fair,strip,12.5,None,Improved,Large,,9255 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000008F703430F1A35EC02A438731DCC84640,213326,213326,2016-09-22 21:21:36+00,FR,11.2,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000004BF75C55EFA35EC09FA03B83DBC84640,213327,213327,2016-09-22 21:21:36+00,FR,7.4,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000761165989DA45EC09766375022C94640,213328,213328,2016-09-22 20:33:38+00,QU,9.5,Fair,strip,10.5,None,Improved,Large,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000827451F49BA45EC0961A6CD720C94640,213329,213329,2016-09-22 20:33:38+00,QU,10.7,Fair,strip,10.5,None,Improved,Large,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E610000000BCE0BEE4A35EC0DB1B7FE4DDC84640,213330,213330,2016-09-22 21:21:36+00,FR,11.2,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000213B04F296A45EC045CD6DA51CC94640,213331,213331,2016-09-22 20:33:38+00,QU,8.2,Fair,strip,10.5,None,Improved,Large,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000002FA50B478EA45EC0DA53A03315C94640,213332,213332,2016-09-22 20:33:38+00,QU,9.7,Fair,strip,10.5,None,Improved,Large,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000005A0C5AB886A45EC0AD7616FC0EC94640,213333,213333,2016-09-22 20:33:38+00,ACMA,5.3,Poor,strip,10.5,None,Improved,Large,,NE ALDERWOOD RD,PDX,staff,,,Acer macrophyllum,Sapindaceae,Acer,"maple, bigleaf",BD,L,no,
0101000020E6100000F89EF9C901A45EC060B9E806E8C84640,213334,213334,2016-09-22 21:21:36+00,FR,9.9,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000DAD549DD7DA45EC08E36EADF06C94640,213335,213335,2016-09-22 20:33:38+00,QU,6.8,Fair,strip,4,None,Improved,Medium,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000147BFFFC09A45EC0FE77CA8FEAC84640,213336,213336,2016-09-22 21:21:36+00,FR,6.7,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000000F24A5D60DA45EC02C2269C5EBC84640,213337,213337,2016-09-22 21:21:36+00,FR,7.4,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000004CEF68CD10A45EC009E3CDBAECC84640,213338,213338,2016-09-22 21:21:36+00,FR,7.3,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000BC7DACFE12A45EC0B9757973EDC84640,213339,213339,2016-09-22 21:21:36+00,FR,6.9,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000CDCCE8FA16A45EC04E7EECB3EEC84640,213340,213340,2016-09-22 21:21:36+00,FR,8.5,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000006E24A63C72A45EC0915C8867FFC84640,213341,213341,2016-09-22 20:33:38+00,ACMA,8.5,Fair,curbtight,,None,Improved,Large,,NE ALDERWOOD RD,PDX,staff,,,Acer macrophyllum,Sapindaceae,Acer,"maple, bigleaf",BD,L,no,
0101000020E610000081CEB8222BA45EC04B4400E7F4C84640,213342,213342,2016-09-22 21:21:36+00,QU,3.1,Fair,strip,12.5,None,Improved,Large,,9555 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000974CF5B860A45EC030BE0E36F9C84640,213343,213343,2016-09-22 20:33:38+00,QU,8.9,Fair,strip,4,None,Improved,Medium,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000C79D40D436A45EC00D62CC27F8C84640,213344,213344,2016-09-22 21:21:36+00,QU,3,Good,strip,12.5,None,Improved,Large,,9255 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000F57075ED39A45EC0B8E655E0F8C84640,213345,213345,2016-09-22 21:21:36+00,QU,12.4,Fair,strip,12.5,None,Improved,Large,,9255 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000313EE1263DA45EC0BA36F52CF9C84640,213346,213346,2016-09-22 21:21:36+00,QU,9.1,Fair,strip,12.5,None,Improved,Large,,9255 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000E83E6B0F58A45EC0284C2D25F9C84640,213347,213347,2016-09-22 20:33:38+00,QU,8.8,Fair,strip,4,None,Improved,Medium,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000CA7814214AA45EC0519FB82AF9C84640,213348,213348,2016-09-22 21:21:36+00,QU,7,Fair,strip,4,None,Improved,Medium,,9255 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000C6687C9A4DA45EC00BDCBB24F9C84640,213349,213349,2016-09-22 21:21:36+00,QU,6.4,Fair,strip,4,None,Improved,Medium,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E610000065FFEC4685A45EC0979FE99F0DC94640,213350,213350,2016-09-22 20:33:38+00,ACMA,8.2,Poor,strip,10.5,None,Improved,Large,,NE ALDERWOOD RD,PDX,staff,,,Acer macrophyllum,Sapindaceae,Acer,"maple, bigleaf",BD,L,no,
0101000020E610000086760265FCA35EC0084F6A45E6C84640,213351,213351,2016-09-22 21:21:36+00,FR,9.4,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000282D9BA4FFA35EC05A31DC50E7C84640,213352,213352,2016-09-22 21:21:36+00,FR,9,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000060BD2DF7CA45EC0AA3B9C0AFFC84640,213353,213353,2016-09-22 20:33:38+00,PY,3.8,Fair,curbtight,,None,Improved,Large,,8940-9120 NE ALDERWOOD RD,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E610000045BC722F89A45EC0CAD9FA480AC94640,213354,213354,2016-09-22 20:33:38+00,QU,10,Fair,strip,15.5,None,Improved,Large,,8720-8934 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E610000018031A408CA45EC0A951A9AF0CC94640,213355,213355,2016-09-22 20:33:38+00,QU,13.7,Fair,curbtight,,None,Improved,Large,,8720-8934 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000001ED3482396A45EC04B9C042915C94640,213356,213356,2016-09-22 20:33:38+00,QU,12.6,Fair,curbtight,,None,Improved,Large,,8720-8934 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000005140DDA899A45EC03F74A41A18C94640,213357,213357,2016-09-22 20:33:38+00,QU,15.3,Fair,curbtight,,None,Improved,Large,,8720-8934 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000A31E608F45A45EC086F7F3A8F3C84640,213358,213358,2016-09-22 21:09:51+00,QU,5.7,Fair,strip,15.5,None,Improved,Large,,NE 92ND AVE,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000892A26E343A45EC008020494F3C84640,213359,213359,2016-09-22 21:09:51+00,QU,4.1,Fair,strip,15.5,None,Improved,Large,,NE 92ND AVE,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000007476FAC83EA45EC06A970918F3C84640,213360,213360,2016-09-22 21:09:51+00,QU,6.1,Fair,strip,15.5,None,Improved,Large,,NE 92ND AVE,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000E244BF493DA45EC0501453CDF2C84640,213361,213361,2016-09-22 21:09:51+00,QU,10.7,Fair,strip,15.5,None,Improved,Large,,NE 92ND AVE,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000005AF4C5B4A4A45EC0A0E8987821C94640,213363,213363,2016-09-22 20:33:38+00,QU,15.6,Fair,curbtight,,None,Improved,Large,,8720-8934 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000004BB9D94136A45EC0C010BB7DF1C84640,213364,213364,2016-09-22 21:09:51+00,QU,5.9,Fair,strip,15.5,None,Improved,Large,,NE 92ND AVE,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000A2CD3B7C2CA45EC08D93C1D6EEC84640,213366,213366,2016-09-22 21:09:51+00,QU,9.7,Fair,strip,13,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000001EA873AA3CA45EC0CA0D1760ACC94640,213380,213380,2016-09-22 17:47:40+00,ACRU,8,Fair,strip,6.6,None,Improved,Large,,9500 NE CASCADES PKWY,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E6100000FE8A3D3915A45EC09B180FE79EC94640,213394,213394,2016-09-22 17:47:40+00,CA,7.2,Poor,cutout,4,None,Improved,Medium,,9401 NE CASCADES PKWY,PDX,staff,,,Carpinus spp.,Betulaceae,Carpinus,hornbeam,BD,M,no,
0101000020E6100000328B3D3695A45EC03E493D211BC94640,213432,213432,2016-09-22 20:33:38+00,QU,8.8,Fair,strip,10.5,None,Improved,Large,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000D0F35CAEE9A35EC0BC971028E0C84640,213433,213433,2016-09-22 21:21:36+00,FR,10.3,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000001C6C9D5DECA35EC0A2C47648E1C84640,213434,213434,2016-09-22 21:21:36+00,FR,10.2,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000067D99CB78CA45EC0289BB1F013C94640,213435,213435,2016-09-22 20:33:38+00,QU,10.3,Fair,strip,10.5,None,Improved,Large,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E610000050F8A7E9F3A35EC012EA9C9FE3C84640,213436,213436,2016-09-22 21:21:36+00,FR,10.1,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000089D4E84227A75EC016A253B2E1C94640,213737,213737,2016-09-23 16:31:53+00,ACRU,5.8,Fair,strip,4,Other,Improved,Medium,,5159 NE CORNFOOT RD,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E610000005D8C3611DA75EC09BCC884AE1C94640,213738,213738,2016-09-23 16:31:53+00,ACRU,8.3,Fair,strip,4,Other,Improved,Medium,,5159 NE CORNFOOT RD,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E6100000051C79EAFAA35EC00FBD674AB5C94640,213739,213739,2016-09-23 16:45:05+00,PI,13.8,Fair,curbtight,,None,Improved,Large,,9721-10263 NE CASCADES PKWY,PDX,staff,,,Pinus spp.,Pinaceae,Pinus,pine,CE,L,no,
0101000020E6100000E2FF34A9FBA35EC0167140B2BDC94640,213740,213740,2016-09-23 16:45:05+00,ACRU,2.1,Fair,median,10.5,None,Improved,Large,,10245 NE CASCADES PKWY,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E6100000D6EFC9C3FCA35EC099F1121FBCC94640,213741,213741,2016-09-23 16:45:05+00,ACRU,2.5,Fair,median,10.5,None,Improved,Large,,10245 NE CASCADES PKWY,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E61000007BFAFC8507A45EC0AC48B5E5A9C94640,213742,213742,2016-09-23 16:45:05+00,PY,4.2,Fair,median,10.5,None,Improved,Large,,9401 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000FDB0BF500AA45EC0C0BAE7EEA2C94640,213743,213743,2016-09-23 16:45:05+00,PY,6.7,Fair,median,10.5,None,Improved,Large,,9721-10263 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000C079F1420DA45EC0AA3221C29BC94640,213744,213744,2016-09-23 16:45:05+00,PY,7,Fair,median,10.5,None,Improved,Large,,9401 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E610000017AC148A4FA45EC00CA4171EF9C84640,213809,213809,2016-09-22 20:33:38+00,QU,7.6,Fair,strip,4,None,Improved,Medium,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000BA17C81DBBA35EC0F346B90FBAC84640,217377,214377,2016-09-22 21:21:36+00,FR,8.1,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000F11E77EA4CA45EC0AAD79CDBD6C84640,217366,214366,2016-09-22 20:33:38+00,FR,3.5,Fair,strip,4.1,None,Improved,Medium,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000001323386FB8A35EC04F3E5B50B7C84640,217378,214378,2016-09-22 21:21:36+00,FR,8.1,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000856DCA551FA75EC079C9FD4EE1C94640,217246,214246,2016-09-23 16:31:53+00,ACRU,8,Fair,strip,4,Other,Improved,Medium,,5159 NE CORNFOOT RD,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E61000008D7EEF7E00A45EC07D8F63DBAEC94640,217247,214247,2016-09-23 16:45:05+00,PI,16.5,Fair,curbtight,,None,Improved,Large,,9721-10263 NE CASCADES PKWY,PDX,staff,,,Pinus spp.,Pinaceae,Pinus,pine,CE,L,no,
0101000020E6100000906735D9FEA35EC01F3EC832B1C94640,217248,214248,2016-09-23 16:45:05+00,PI,11.7,Fair,curbtight,,None,Improved,Large,,9721-10263 NE CASCADES PKWY,PDX,staff,,,Pinus spp.,Pinaceae,Pinus,pine,CE,L,no,
0101000020E6100000FCFDCCD4F9A35EC0C9995585B7C94640,217249,214249,2016-09-23 16:45:05+00,PI,14.8,Fair,curbtight,,None,Improved,Large,,10245 NE CASCADES PKWY,PDX,staff,,,Pinus spp.,Pinaceae,Pinus,pine,CE,L,no,
0101000020E61000004D880F26FEA35EC08A14601FBAC94640,217250,214250,2016-09-23 16:45:05+00,ACRU,2.5,Fair,median,10.5,None,Improved,Large,,9401 NE CASCADES PKWY,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E6100000491E25F602A45EC075D9D774B2C94640,217251,214251,2016-09-23 16:45:05+00,CA,8.8,Fair,median,10.5,None,Improved,Large,,9401 NE CASCADES PKWY,PDX,staff,,,Carpinus spp.,Betulaceae,Carpinus,hornbeam,BD,M,no,
0101000020E61000004673597F06A45EC0A71368DEABC94640,217252,214252,2016-09-23 16:45:05+00,CA,8.3,Fair,median,10.5,None,Improved,Large,,9721-10263 NE CASCADES PKWY,PDX,staff,,,Carpinus spp.,Betulaceae,Carpinus,hornbeam,BD,M,no,
0101000020E610000003C02FE19FA35EC0307BBD0F32C94640,217258,214258,2016-09-21 18:33:09+00,TI,3,Fair,cutout,4,None,Improved,Medium,,10280 NE CASCADES PKWY,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E61000003B95809692A35EC0D696DD272BC94640,217261,214261,2016-09-21 18:33:09+00,TI,3.1,Fair,cutout,4,None,Improved,Medium,,10280 NE CASCADES PKWY,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E61000004F445F7590A35EC0AD501FE12DC94640,217262,214262,2016-09-21 18:33:09+00,TI,2.9,Fair,cutout,4,None,Improved,Medium,,10280 NE CASCADES PKWY,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E61000004453C9BF8FA35EC032C9BD9034C94640,217264,214264,2016-09-21 18:33:09+00,TI,3.8,Fair,cutout,4,None,Improved,Medium,,10280 NE CASCADES PKWY,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E6100000E96C2505A3A35EC0F7A7E51646C94640,217266,214266,2016-09-21 18:33:09+00,PY,5.1,Fair,cutout,4,None,Improved,Medium,,9721-10263 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000FA51DBE1A4A35EC09689E59E47C94640,217267,214267,2016-09-21 18:33:09+00,PY,5.7,Fair,cutout,4,None,Improved,Medium,,9721-10263 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000AB2E60DBA8A35EC04E6BF3984AC94640,217268,214268,2016-09-21 18:33:09+00,PY,4.5,Fair,cutout,4,None,Improved,Medium,,9721-10263 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000A9CFBDAD99A35EC0EED6D6932CC94640,217271,214271,2016-09-21 18:33:09+00,TI,3.4,Fair,cutout,4,None,Improved,Medium,,10280 NE CASCADES PKWY,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E6100000756F2F7B96A35EC009B3079F3BC94640,217275,214275,2016-09-21 18:33:09+00,TI,2.7,Fair,cutout,4,None,Improved,Medium,,9721-10263 NE CASCADES PKWY,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E6100000D8870E8598A35EC0862B96693DC94640,217276,214276,2016-09-21 18:33:09+00,TI,9.5,Fair,cutout,4,None,Improved,Medium,,9721-10263 NE CASCADES PKWY,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E61000001A68AC49B4A35EC08303B6064DC94640,217281,214281,2016-09-21 18:33:09+00,PAPE,5.4,Poor,cutout,6,None,Improved,Large,,NE CASCADES PKWY,PDX,staff,,,Parrotia persica,Hamamelidaceae,Parrotia,Persian ironwood,BD,M,no,
0101000020E6100000A052C793B5A35EC07C407B0B4AC94640,217282,214282,2016-09-21 18:33:09+00,PAPE,5.6,Fair,cutout,6,None,Improved,Large,,NE CASCADES PKWY,PDX,staff,,,Parrotia persica,Hamamelidaceae,Parrotia,Persian ironwood,BD,M,no,
0101000020E61000002D6F73DCE9A35EC04B41176B7DC94640,217284,214284,2016-09-21 18:33:09+00,PY,8.5,Fair,cutout,4,None,Improved,Medium,<Null>,9721-10263 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E61000001692BBD2F4A35EC054A4586B7CC94640,217285,214285,2016-09-21 18:33:09+00,QU,10.2,Fair,median,55,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000A7682998F8A35EC0AA816DBE7DC94640,217286,214286,2016-09-21 18:33:09+00,PY,10.7,Fair,strip,8.2,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000BF35724DF8A35EC0897BBCFF87C94640,217287,214287,2016-09-21 18:33:09+00,PY,4.8,Fair,cutout,4,None,Improved,Medium,<Null>,9721-10263 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000092D347E08A45EC0DC9C0FF796C94640,217288,214288,2016-09-21 18:33:09+00,CA,8,Fair,cutout,4,None,Improved,Medium,<Null>,9721-10263 NE CASCADES PKWY,PDX,staff,,,Carpinus spp.,Betulaceae,Carpinus,hornbeam,BD,M,no,
0101000020E61000002E06A56F0CA45EC05E5D6D1992C94640,217289,214289,2016-09-21 18:33:09+00,PAPE,7.5,Fair,strip,6.2,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Parrotia persica,Hamamelidaceae,Parrotia,Persian ironwood,BD,M,no,
0101000020E6100000E6BEDA5C0DA45EC0CFE828A286C94640,217290,214290,2016-09-21 18:33:09+00,CA,9.1,Fair,cutout,4,None,Improved,Medium,<Null>,9600 NE CASCADES PKWY,PDX,staff,,,Carpinus spp.,Betulaceae,Carpinus,hornbeam,BD,M,no,
0101000020E61000005271F58707A45EC06D4F91B782C94640,217291,214291,2016-09-21 18:33:09+00,PY,3.3,Fair,cutout,4,None,Improved,Medium,<Null>,9750 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E610000002473C0C05A45EC02F4E404E80C94640,217292,214292,2016-09-21 18:33:09+00,PY,3.6,Fair,cutout,4,None,Improved,Medium,<Null>,9750 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E61000000C2C1E4DFDA35EC0878061B97AC94640,217293,214293,2016-09-21 18:33:09+00,PY,8,Fair,cutout,4,None,Improved,Medium,<Null>,9750 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000CDA06BD0C0A35EC0DB19997556C94640,217302,214302,2016-09-21 18:33:09+00,PY,4.6,Fair,median,55,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E61000002A9D2436C8A35EC04027CB2663C94640,217303,214303,2016-09-21 18:33:09+00,PY,5.7,Fair,cutout,4,None,Improved,Medium,<Null>,9721-10263 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000BCD3C56BD5A35EC0AFA7C90763C94640,217304,214304,2016-09-21 18:33:09+00,PY,11.4,Fair,strip,9.4,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000FA841B4AD4A35EC0690D58E465C94640,217305,214305,2016-09-21 18:33:09+00,PY,9.3,Fair,strip,9.4,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E61000001145466ED6A35EC0CD316EEE66C94640,217306,214306,2016-09-21 18:33:09+00,PY,7.5,Fair,strip,8.4,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E610000048C3F64ED7A35EC0FF70E9B264C94640,217307,214307,2016-09-21 18:33:09+00,PY,8,Fair,strip,6.7,None,Improved,Large,<Null>,NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E6100000E1DC7BAFD7A35EC0FCA1F7366FC94640,217308,214308,2016-09-21 18:33:09+00,PY,7,Fair,cutout,4,None,Improved,Medium,<Null>,9721-10263 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
