the_geom,cartodb_id,objectid,date_inven,species,dbh,condition,site_type,site_width,wires,site_devel,site_size,notes,address,neighborho,collected_,planted_by,plant_date,scientific,family,genus,common,functional,size,edible,species_de
0101000020E610000095EF37026BA45EC0AA2AC206E6C94640,213214,213214,2016-09-22 17:47:40+00,FR,7.8,Fair,median,20,None,Improved,Large,,NE CASCADES PKWY,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000009D51843367A45EC0BFC2145AE5C94640,213215,213215,2016-09-22 17:47:40+00,FR,7,Fair,median,20,None,Improved,Large,,NE CASCADES PKWY,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000B0AA524366A45EC0876C9D5FE4C94640,213216,213216,2016-09-22 17:47:40+00,FR,9.6,Fair,median,20,None,Improved,Large,,9298 NE CASCADES PKWY,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000099F9B1FB4FA45EC0F99809FBD2C84640,213217,213217,2016-09-22 20:33:38+00,FR,3.2,Fair,strip,4,None,Improved,Medium,,8940 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000B501ACBE4EA45EC0F5AB630CDDC84640,213218,213218,2016-09-22 20:33:38+00,FR,3.5,Fair,strip,4,None,Improved,Medium,,8940 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000F5D2B28053A45EC0C078351FDBC94640,213219,213219,2016-09-22 17:47:40+00,PY,5.2,Fair,cutout,4,None,Improved,Medium,,9109 NE CASCADES PKWY,PDX,staff,,,Pyrus spp.,Rosaceae,Pyrus,pear,BD,M,no,
0101000020E610000089ACBC7A5CA45EC07B1F071DF3C84640,213220,213220,2016-09-22 20:33:38+00,QU,13.5,Fair,curbtight,,None,Improved,Large,,8940-9120 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000EB010A385EA45EC028214613F3C84640,213221,213221,2016-09-22 20:33:38+00,QU,8.1,Fair,curbtight,,None,Improved,Large,,8940-9120 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000CEF7E1E25FA45EC0A1FB370BF3C84640,213223,213223,2016-09-22 20:33:38+00,QU,7,Fair,curbtight,,None,Improved,Large,,8940-9120 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000454769096BA45EC0D70CB5E9F4C84640,213224,213224,2016-09-22 20:33:38+00,QU,13.8,Fair,curbtight,,None,Improved,Large,,8940-9120 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000008AF06DD486A45EC0EBEC0C93EFC94640,213225,213225,2016-09-22 17:47:40+00,ACRU,3.2,Poor,cutout,4,None,Improved,Medium,,,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E61000002F75037177A45EC055D955CBFAC84640,213226,213226,2016-09-22 20:33:38+00,QU,12.3,Fair,curbtight,,None,Improved,Large,,8940-9120 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E610000070EF448C55A45EC0586193BCF2C84640,213227,213227,2016-09-22 20:33:38+00,QU,11.2,Fair,curbtight,,None,Improved,Large,,8940-9120 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000435876C685A45EC068A13A24ECC94640,213228,213228,2016-09-22 17:47:40+00,ACRU,3.1,Poor,cutout,4,None,Improved,Medium,,,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E610000077DDD1F087A45EC0BB179CCFF2C94640,213229,213229,2016-09-22 17:47:40+00,ACRU,3.4,Poor,cutout,4,None,Improved,Medium,,,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E6100000FC83DC018AA45EC09D31742FF9C94640,213230,213230,2016-09-22 17:47:40+00,ACRU,3.1,Poor,cutout,4,None,Improved,Medium,,,PDX,staff,,,Acer rubrum,Sapindaceae,Acer,"maple, red",BD,M,no,
0101000020E6100000DD58C67175A45EC0D5892C79F9C84640,213231,213231,2016-09-22 20:33:38+00,QU,11.5,Fair,curbtight,,None,Improved,Large,,8940-9120 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000A02A4F087EA45EC08B8C72C100C94640,213232,213232,2016-09-22 20:33:38+00,QU,7.4,Fair,strip,15.5,None,Improved,Large,,8940-9120 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000D43172158EA45EC03123BC340EC94640,213233,213233,2016-09-22 20:33:38+00,QU,14.3,Fair,curbtight,,None,Improved,Large,,8720-8934 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E610000024DFFE3594A45EC0925FB66D13C94640,213234,213234,2016-09-22 20:33:38+00,QU,14.9,Fair,curbtight,,None,Improved,Large,,8720-8934 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000F5DE1A4747A45EC0AA754B9DF3C84640,213235,213235,2016-09-22 21:09:51+00,QU,6.1,Fair,strip,15.5,None,Improved,Large,,NE 92ND AVE,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000397F2A963BA45EC09E1A348FF2C84640,213236,213236,2016-09-22 21:09:51+00,QU,4.8,Fair,strip,15.5,None,Improved,Large,,NE 92ND AVE,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000CDD27F6934A45EC0C747B316F1C84640,213237,213237,2016-09-22 21:09:51+00,QU,7.5,Fair,strip,15.5,None,Improved,Large,,NE 92ND AVE,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000007F36C63E20A45EC080AC96DAEAC84640,213238,213238,2016-09-22 21:09:51+00,QU,10.3,Fair,strip,5,None,Improved,Medium,,9540 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000007E6E5839B9A45EC0931F7DE036C94640,213239,213239,2016-09-22 20:33:38+00,TI,15.5,Fair,strip,9,None,Improved,Large,,8530-8592 NE ALDERWOOD RD,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E6100000EDDB0D4A2AA45EC0F6BF7110EEC84640,213240,213240,2016-09-22 21:09:51+00,QU,3.4,Fair,strip,5,None,Improved,Medium,,9540 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000D6D7352E27A45EC07243B20EEDC84640,213241,213241,2016-09-22 21:09:51+00,QU,4.6,Fair,strip,5,None,Improved,Medium,,9540 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000D395561CADA45EC03368D3E828C94640,213242,213242,2016-09-22 20:33:38+00,QU,12.7,Fair,strip,15.5,None,Improved,Large,,8720-8934 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E610000057FFA9F0BCA45EC0B89BDFE23CC94640,213243,213243,2016-09-22 20:33:38+00,TI,15.5,Fair,strip,9,None,Improved,Large,,8530-8592 NE ALDERWOOD RD,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E610000087A39A17C0A45EC009B2D11E43C94640,213244,213244,2016-09-22 20:33:38+00,TI,8.4,Fair,strip,9,None,Improved,Large,,8530-8592 NE ALDERWOOD RD,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E6100000A02D3B0E12A45EC0862CD3A0E6C84640,213245,213245,2016-09-22 21:21:36+00,FR,11.6,Fair,strip,7,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000921D78490CA45EC012A14ADEE4C84640,213246,213246,2016-09-22 21:21:36+00,FR,8.2,Fair,strip,11,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000E65E525606A45EC09FD3FEC4E2C84640,213247,213247,2016-09-22 21:21:36+00,FR,8.4,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000026CF8927F7A35EC003273708DEC84640,213248,213248,2016-09-22 21:21:36+00,FR,7.7,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000005C5C49D3F4A35EC0E9AA6B6CDDC84640,213249,213249,2016-09-22 21:21:36+00,FR,10.8,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000009780763EDA35EC0A0D720DADAC84640,213250,213250,2016-09-22 21:21:36+00,FR,8.5,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000F8E33659E9A35EC0BAC4D96ED9C84640,213251,213251,2016-09-22 21:21:36+00,FR,9.1,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000055EF80DCB0A45EC031D8431A2CC94640,213252,213252,2016-09-22 20:33:38+00,QU,10.1,Fair,strip,15.5,None,Improved,Large,,8720-8934 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000A03C1A5D14A45EC00D401B4EE7C84640,213254,213254,2016-09-22 21:21:36+00,FR,7.3,Fair,strip,5,None,Improved,Medium,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000278ECC990AA45EC0AE780C79E4C84640,213255,213255,2016-09-22 21:21:36+00,FR,9.3,Fair,strip,12,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000008B51EA84C4A45EC0CB585E384EC94640,213256,213256,2016-09-22 20:33:38+00,TI,15.9,Fair,strip,9,None,Improved,Large,,,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E61000006599A0A0C6A45EC080237B1355C94640,213257,213257,2016-09-22 20:33:38+00,TI,18,Fair,strip,9,None,Improved,Large,,8440-8520 NE ALDERWOOD RD,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E6100000402D50F7C7A45EC02037261C5BC94640,213258,213258,2016-09-22 20:33:38+00,TI,14.7,Fair,strip,9,None,Improved,Large,,8440-8520 NE ALDERWOOD RD,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E610000073612784C8A45EC02B2F66285EC94640,213259,213259,2016-09-22 20:33:38+00,TI,15.9,Fair,strip,9,None,Improved,Large,,8440-8520 NE ALDERWOOD RD,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E61000007242D0B7E1A35EC06ECA67E8D5C84640,213260,213260,2016-09-22 21:21:36+00,FR,11.4,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000042324DB0D6A35EC0D01556F4CFC84640,213261,213261,2016-09-22 21:21:36+00,FR,6.9,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000006E8A80B7D3A35EC064D5900FCEC84640,213262,213262,2016-09-22 21:21:36+00,FR,8.4,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000D7A6CB2ECBA35EC04A185415C8C84640,213264,213264,2016-09-22 21:21:36+00,FR,7.5,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000004345DE1AC4A35EC06A80464FC2C84640,213265,213265,2016-09-22 21:21:36+00,FR,7.1,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000005B388E0FC5A45EC0C2F1DD2869C94640,213267,213267,2016-09-22 20:33:38+00,TI,14.8,Fair,strip,6.6,None,Improved,Large,,,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E6100000F73D873EB4A35EC0297ED8CFB2C84640,213268,213268,2016-09-22 21:21:36+00,FR,6.6,Fair,strip,12.5,None,Improved,Large,,,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000FE653AE0C4A45EC03EABFCE166C94640,213269,213269,2016-09-22 20:33:38+00,TI,6,Fair,strip,6.6,None,Improved,Large,,,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E6100000DFAEAB90B0A35EC098680864AEC84640,213270,213270,2016-09-22 21:21:36+00,FR,6.4,Fair,strip,12.5,None,Improved,Large,,,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000B32EF8EDACA35EC0EF664201AAC84640,213271,213271,2016-09-22 21:21:36+00,FR,9.4,Fair,strip,12.5,None,Improved,Large,,,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000065637CB7A6A45EC0EE43F12A23C94640,213272,213272,2016-09-22 20:33:38+00,QU,14.9,Fair,curbtight,,None,Improved,Large,,8720-8934 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E61000009A098F852EA45EC02E2A877BEFC84640,213273,213273,2016-09-22 21:09:51+00,QU,9.5,Fair,strip,15.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E610000016C7B12825A45EC002736E7FECC84640,213274,213274,2016-09-22 21:09:51+00,QU,9.9,Fair,strip,5,None,Improved,Medium,,9540 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000E8FE4064B2A45EC00FC139BD2DC94640,213275,213275,2016-09-22 20:33:38+00,QU,10.5,Fair,strip,15.5,None,Improved,Large,,8720-8934 NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000AE1676D7BBA45EC01ACA20E53AC94640,213276,213276,2016-09-22 20:33:38+00,TI,9.4,Fair,strip,9,None,Improved,Large,,8530-8592 NE ALDERWOOD RD,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E6100000BFA8AA3DBEA45EC05DDBA0113FC94640,213277,213277,2016-09-22 20:33:38+00,TI,14.2,Fair,strip,9,None,Improved,Large,,8530-8592 NE ALDERWOOD RD,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E61000004CF6F14518A45EC020C29171E8C84640,213278,213278,2016-09-22 21:21:36+00,FR,6.2,Fair,strip,5,None,Improved,Medium,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000C4329A18C2A45EC0C2632D8847C94640,213279,213279,2016-09-22 20:33:38+00,TI,3.1,Good,strip,9,None,Improved,Large,,8530-8592 NE ALDERWOOD RD,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E6100000C338BB650EA45EC09A5D3F87E5C84640,213280,213280,2016-09-22 21:21:36+00,FR,9.8,Fair,strip,10,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000C9C76D53C5A45EC0499EB45550C94640,213281,213281,2016-09-22 20:33:38+00,TI,16,Fair,strip,9,None,Improved,Large,,,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E6100000A6E85F39FCA35EC09CD883D4DFC84640,213282,213282,2016-09-22 21:21:36+00,FR,7.3,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000052B6A975C7A45EC0C07FDF7558C94640,213283,213283,2016-09-22 20:33:38+00,TI,15.8,Fair,strip,9,None,Improved,Large,,8440-8520 NE ALDERWOOD RD,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E61000006FF94ABCE7A35EC082AC6EB4D8C84640,213284,213284,2016-09-22 21:21:36+00,FR,10.4,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000EB5592ABE4A35EC0154E6869D7C84640,213285,213285,2016-09-22 21:21:36+00,FR,11.8,Fair,strip,12.5,None,Improved,Large,,9540 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000007E7B250BB7A35EC04FBE53B4B5C84640,213287,213287,2016-09-22 21:21:36+00,FR,6.3,Fair,strip,12.5,None,Improved,Large,,,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000049B27B12AEA35EC000D99F67ABC84640,213288,213288,2016-09-22 21:21:36+00,FR,6.3,Fair,strip,12.5,None,Improved,Large,,,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000E2E31AA2A8A35EC0181DAB52A4C84640,213289,213289,2016-09-22 21:21:36+00,FR,7.2,Fair,strip,12.5,None,Improved,Large,,NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000003C34A75CA7A35EC05F9107A0A2C84640,213290,213290,2016-09-22 21:21:36+00,FR,8.1,Fair,strip,12.5,None,Improved,Large,,NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000FC724CD2C3A45EC0B1E888835CC94640,213291,213291,2016-09-22 20:33:38+00,TI,2.2,Good,strip,6.6,None,Improved,Large,,,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E61000006222D5C9C1A45EC0DF479DEA52C94640,213292,213292,2016-09-22 20:33:38+00,TI,17,Fair,strip,6.6,None,Improved,Large,,,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E61000005E95C7659EA35EC056E8F69A9FC84640,213293,213293,2016-09-22 21:21:36+00,FR,7.1,Fair,strip,12.5,None,Improved,Large,,10299 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000E021DD3FA2A35EC09DBFB3DFA4C84640,213294,213294,2016-09-22 21:21:36+00,FR,7.9,Fair,strip,12.5,None,Improved,Large,,10101 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000C94BF40BBDA45EC05172B69C45C94640,213295,213295,2016-09-22 20:33:38+00,TI,6.3,Fair,strip,6.6,None,Improved,Large,,8599 NE ALDERWOOD RD,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E6100000AD4A9DEEA5A35EC0B910FD7CA9C84640,213296,213296,2016-09-22 21:21:36+00,FR,7.4,Fair,strip,12.5,None,Improved,Large,,10101 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000023DAA633A8A35EC00F207C8AACC84640,213297,213297,2016-09-22 21:21:36+00,FR,6.7,Fair,strip,12.5,None,Improved,Large,,10101 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000005E3A397EAFA35EC066C5418FB5C84640,213298,213298,2016-09-22 21:21:36+00,FR,7.3,Fair,strip,12.5,None,Improved,Large,,10101 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000D2485588A9A35EC070530039AEC84640,213299,213299,2016-09-22 21:21:36+00,FR,6.3,Fair,strip,12.5,None,Improved,Large,,10101 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000416ED3C6AAA35EC08DBAACAEAFC84640,213300,213300,2016-09-22 21:21:36+00,FR,7,Fair,strip,12.5,None,Improved,Large,,10101 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000A358FE51ACA35EC0ECB805DAB1C84640,213301,213301,2016-09-22 21:21:36+00,FR,6.6,Fair,strip,12.5,None,Improved,Large,,10101 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000D6CD0DC8ADA35EC072F94389B3C84640,213302,213302,2016-09-22 21:21:36+00,FR,6.8,Fair,strip,12.5,None,Improved,Large,,10101 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000D857EFF7B0A35EC017BAB550B7C84640,213303,213303,2016-09-22 21:21:36+00,FR,6.5,Fair,strip,12.5,None,Improved,Large,,10101 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000EC517BEFB4A45EC0938C740638C94640,213304,213304,2016-09-22 20:33:38+00,TI,13.7,Fair,strip,10.5,None,Improved,Large,,,PDX,staff,,,Tilia spp.,Malvaceae,Tilia,linden,BD,L,no,
0101000020E6100000A9FEBA90B5A35EC0E9416353BCC84640,213305,213305,2016-09-22 21:21:36+00,FR,10.1,Fair,strip,12.5,None,Improved,Large,,10101 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000007D65ED9BC0A35EC0419B4EDFC6C84640,213306,213306,2016-09-22 21:21:36+00,FR,7.4,Fair,strip,12.5,None,Improved,Large,,10101 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000865DA567A7A45EC026E7A89B2AC94640,213307,213307,2016-09-22 20:33:38+00,QU,5.5,Fair,strip,10.5,None,Improved,Large,,,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E6100000618341C1A5A45EC046271ACF2AC94640,213308,213308,2016-09-22 20:33:38+00,ACMA,10.8,Fair,curbtight,,None,Improved,Large,,,PDX,staff,,,Acer macrophyllum,Sapindaceae,Acer,"maple, bigleaf",BD,L,no,
0101000020E61000001DA8262BD6A35EC06C7556ADD6C84640,213309,213309,2016-09-22 21:21:36+00,FR,7.3,Fair,strip,12.5,None,Improved,Large,,10101 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000A7DD5720E8A35EC0784284A0DFC84640,213310,213310,2016-09-22 21:21:36+00,FR,10,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000A3F55773EFA35EC010626539E2C84640,213311,213311,2016-09-22 21:21:36+00,FR,9.9,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000D75393AFCAA35EC032BBA226CFC84640,213312,213312,2016-09-22 21:21:36+00,FR,7.5,Fair,strip,12.5,None,Improved,Large,,10101 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000C963A519D3A35EC025518AC7D4C84640,213313,213313,2016-09-22 21:21:36+00,FR,8.9,Fair,strip,12.5,None,Improved,Large,,10101 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E610000079A98D93D4A35EC060EC08BCD5C84640,213314,213314,2016-09-22 21:21:36+00,FR,7.7,Fair,strip,12.5,None,Improved,Large,,10101 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E61000000CBE0AE2EDA35EC0F6F341CFE1C84640,213315,213315,2016-09-22 21:21:36+00,FR,8.9,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000A7FAA995F5A35EC0338A3E49E4C84640,213316,213316,2016-09-22 21:21:36+00,FR,13.4,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
0101000020E6100000D6BC093482A45EC09CCF08AB0AC94640,213317,213317,2016-09-22 20:33:38+00,QU,6.2,Fair,strip,4,None,Improved,Medium,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E610000027C3255777A45EC03598019401C94640,213318,213318,2016-09-22 20:33:38+00,QU,6.5,Fair,strip,4,None,Improved,Medium,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E610000084488E6575A45EC0823BA63E00C94640,213319,213319,2016-09-22 20:33:38+00,QU,7,Fair,strip,4,None,Improved,Medium,,NE ALDERWOOD RD,PDX,staff,,,Quercus spp.,Fagaceae,Quercus,"oak, deciduous",BD,L,no,
0101000020E610000087F523EE14A45EC063DCF303EEC84640,213320,213320,2016-09-22 21:21:36+00,FR,8.1,Fair,strip,12.5,None,Improved,Large,,9601 NE ALDERWOOD RD,PDX,staff,,,Fraxinus spp.,Oleaceae,Fraxinus,ash,BD,M,no,
